"ID","Name","Active","Type","IsCommercial","SiteSourceMultiplierOverride","ChargesRCC","FuelSurcharge","PurchasedEnergyAdj","PCE","CO2","CustomerChg","DemandCharge","Block1","Block2","Block3","Block4","Block5","Rate1","Rate2","Rate3","Rate4","Rate5","BuybackRate","Notes"
229,"AVEC-Nunapitchuk/Kasig - Residential",1,1,0,,0,0.18,0.02,0.26,1.80,5.00,,700,,,,,0.30,0.20,,,,0.20,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as purchased energy adjustment"
230,"AVEC-Old Harbor - Residential",1,1,0,,0,0.22,,0.30,1.80,5.00,,700,,,,,0.30,0.20,,,,0.20,"AVEC Rate Schedule 7/2017updated Jan 2018"
231,"AVEC-Pilot Station- Residential",1,1,0,,0,0.21,,0.30,1.80,5.00,,700,,,,,0.30,0.20,,,,0.18,"AVEC Rate Schedule updated Jan 2018"
232,"AVEC-Quinhagak- Residential",1,1,0,,0,0.16,,0.25,1.80,5.00,,700,,,,,0.30,0.20,,,,0.16,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge"
233,"AVEC-Russian Mission - Residential",1,1,0,,0,0.21,,0.29,1.80,5.00,,700,,,,,0.30,0.20,,,,0.22,"AVEC Rate Schedule updated Jan 2018"
234,"AVEC-St.Mary's/Adref/Pitkas - Residential",1,1,0,,0,0.20,,0.28,1.80,5.00,,700,,,,,0.30,0.20,,,,0.18,"AVEC Rate Schedule updated Jan 2018"
235,"AVEC-St.Michael- Residential",1,1,0,,0,0.18,,0.26,1.80,5.00,,700,,,,,0.30,0.20,,,,0.23,"AVEC Rate Schedule updated Jan 2018"
236,"AVEC-Savoonga - Residential",1,1,0,,0,0.18,,0.26,1.80,5.00,,700,,,,,0.30,0.20,,,,0.22,"AVEC Rate Schedule updated Jan 2018; includes wind surchargeas purchased power adjustment"
237,"AVEC-Scammon Bay - Residential",1,1,0,,0,0.19,,0.27,1.80,5.00,,700,,,,,0.30,0.20,,,,0.22,"AVEC Rate Schedule updated Jan 2018;"
238,"AVEC-Selawik- Residential",1,1,0,,0,0.19,,0.28,1.80,5.00,,700,,,,,0.30,0.20,,,,0.21,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as purchased power adjustment"
239,"AVEC-Shageluk - Residential",1,1,0,,0,0.22,,0.31,1.80,5.00,,700,,,,,0.30,0.20,,,,0.17,"AVEC Rate Schedule updated Jan 2018"
240,"AVEC-Shaktoolik - Residential",1,1,0,,0,0.16,0.04,0.24,1.80,5.00,,700,,,,,0.30,0.20,,,,0.13,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as power cost adjustment"
241,"AVEC-Shishmaref - Residential",1,1,0,,0,0.20,,0.29,1.80,5.00,,700,,,,,0.30,0.20,,,,0.29,"AVEC Rate Schedule updated Jan 2018"
242,"AVEC-Shungnak - Residential",1,1,0,,0,0.24,,0.32,1.80,5.00,,700,,,,,0.30,0.20,,,,0.33,"AVEC Rate Schedule updated Jan 2018"
243,"AVEC-Stebbins- Residential",1,1,0,,0,0.18,,0.26,1.80,5.00,,700,,,,,0.30,0.20,,,,0.19,"AVEC Rate Schedule updated Jan 2018"
244,"AVEC-Togiak - Residential",1,1,0,,0,0.20,,0.28,1.80,5.00,,700,,,,,0.30,0.20,,,,0.20,"AVEC Rate Schedule updated Jan 2018"
245,"AVEC-Toksook Bay - Residential",1,1,0,,0,0.16,,0.25,1.80,5.00,,700,,,,,0.30,0.20,,,,0.17,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as purchased energy adjustment"
246,"AVEC-Tununak - Residential",1,1,0,,0,0.16,,0.25,1.80,5.00,,700,,,,,0.30,0.20,,,,0.17,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as purchased energy adjustment"
247,"AVEC-Wales - Residential",1,1,0,,0,0.24,,0.33,1.80,5.00,,700,,,,,0.30,0.20,,,,0.31,"AVEC Rate Schedule updated Jan 2018"
248,"Alatna-APT- Residential",1,1,0,,1,,,0.50,2.50,20.00,,,,,,,0.77,,,,,,"updated Jan 2018 APT report - same as Alakaket"
249,"Allakaket - APT - Residential",1,1,0,,1,,,0.50,2.50,20.00,,,,,,,0.77,,,,,,"updated Jan 2018  APT report"
250,"Bettles- APT - Residential",1,1,0,,0,,,0.36,1.90,20.00,,,,,,,0.62,,,,,,"updated Jan 2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
251,"Chistochina-APT- Residential",1,1,0,,0,,,0.29,1.60,20.00,,,,,,,0.55,,,,,,"updated Jan 2018 APT report"
252,"Coffman Cove-APT - Residential",1,1,0,,0,,,0.03,1.60,20.00,,,,,,,0.23,,,,,,"updated Jan 2018 APT report - price includes COPA and RCC"
253,"Craig-APT - Residential",1,1,0,,0,,,0.03,1.60,13.85,,,,,,,0.23,,,,,,"updated Jan 2018  APT report - rate quoted in report includes COPA and RCC so RCC charge is dropped here."
254,"Dot Lake-APT - Residential",1,1,0,,0,,,0.14,1.50,20.00,,,,,,,0.35,,,,,,"updated Jan 2018 APT report - rate quoted in report includes COPA and RCC so RCC charge is dropped here."
256,"Eagle Village-APT - Residential",1,1,0,,0,,,0.33,1.50,20.00,,,,,,,0.59,,,,,,"updated Jan 2018  APT report - rate quoted in report includes COPA and RCC so RCC charge is dropped here."
257,"Evansville-APT- Residential",1,1,0,,0,,,0.36,1.60,20.00,,,,,,,0.62,,,,,," same as Bettles  updated Jan 2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
258,"Haines-APT - Residential",1,1,0,,0,,,0.03,1.70,20.00,,,,,,,0.24,,,,,,"updated Jan 2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
259,"Healy Lake-APT - Residential",1,1,0,,1,,,0.00,1.50,20.00,,,,,,,0.66,,,,,,"updated Jan 20187 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
260,"Hollis-APT - Residential",1,1,0,,0,,,0.03,1.60,20.00,,,,,,,0.23,,,,,,"updated Jan 2018APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
261,"Hydaburg-APT - Residential",1,1,0,,0,,,0.03,1.60,20.00,,,,,,,0.23,,,,,,"updated Jan 2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
262,"Kasaan-APT - Residential",1,1,0,,0,,,0.03,1.50,20.00,,,,,,,0.23,,,,,,"Thorne Bay: updated Jan 2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
263,"Klawock-APT - Residential",1,1,0,,0,,,0.03,1.60,20.00,,,,,,,0.23,,,,,,"from 7/2017 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
264,"Mentasta Lake-APT - Residential",1,1,0,,0,,,0.29,1.50,20.00,,,,,,,0.55,,,,,,"updated 1/2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
266,"Northway-APT - Residential",1,1,0,,0,,,0.32,1.50,20.00,,,,,,,0.58,,,,,,"updated 1/2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
267,"Skagway-APT - Residential",1,1,0,,0,,,0.03,0.96,20.00,,,,,,,0.24,,,,,,"updated 1/2018  APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
268,"Tetlin-APT - Residential",1,1,0,,0,,,0.22,1.50,20.00,,,,,,,0.35,,,,,,"updated 1/2018   APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
269,"Thorne Bay-APT - Residential",1,1,0,,0,,,0.03,1.60,20.00,,,,,,,0.23,,,,,,"updated 1/2018   APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
270,"Tok-APT - Residential",1,1,0,,0,,,0.22,1.50,20.00,,,,,,,0.35,,,,,,"updated 1/2018  APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
271,"Whale Pass-APT - Residential",1,1,0,,1,,,0.03,1.50,20.00,,,,,,,0.23,,,,,,"updated 1/2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
272,"AVEC-Kasigluk - Residential",1,1,0,,0,0.18,0.02,0.26,1.80,5.00,,700,,,,,0.30,0.20,,,,0.20,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as Purchased energy adjustment"
273,"Lime Village - Residential",1,1,0,,1,,,0.78,2.40,0.00,,,,,,,1.77,,,,,,"From AEA updated Jan 2018; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
274,"Stevens Village - Residential",1,1,0,,0,,,0.51,2.40,,,,,,,,1.07,,,,,,"AIDEA database updated 1/2018"
275,"Platinum, City of - Residential",1,1,0,,0,,,0.37,2.40,,,,,,,,0.50,,,,,,"AEA report updated 1/2018 for residential;"
277,"Chalkyitsik Village Energy - Residential",1,1,0,,0,,,0.33,1.80,,,,,,,,0.95,,,,,,"AEA updated Jan 2018; CO2 from PCEStatistics from Alaska Energy Authority (DCRA)"
278,"Chenega Bay - Residential",1,1,0,,0,,,0.35,1.80,,,,,,,,0.66,,,,,,"AEA updated Jan 20187for residential; CO2 from PCEStatistics from Alaska Energy Authority (DCRA)"
279,"Twin Hills Village Council - Residential",1,1,0,,0,,,0.28,1.80,,,,,,,,0.50,,,,,,"AEA database updated 1/2018  for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
280,"Venetie Village Electric - Residential",1,1,0,,0,,,0.34,2.40,,,,,,,,0.90,,,,,," AEA database updated 1/2018  for residential;   CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
281,"AVEC-Teller - Residential",1,1,0,,0,0.20,,0.28,1.80,5.00,,700,,,,,0.30,0.20,,,,0.23,"AVEC Rate Schedule updated Jan 2018"
282,"Slana-APT - Residential",1,1,0,,1,,,0.29,1.50,13.21,,,,,,,0.55,,,,,,"updated 1/2018  APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
283,"Inside Passage Electric Coop - Residential",1,1,0,,1,,,0.28,1.70,10.00,,,,,,,0.64,,,,,,"Angoon, Hoonah, Kake, Kasaan, Klawock; 1/2017 , CO2 from average of all THREA generating plants from Alaska Energy Authority (DCRA); changed from THREA  to Inside Passage Electric in 2001"
284,"Circle Elec Utility - Residential",1,1,0,,0,,,0.38,1.80,,,,,,,,0.71,,,,,,"AEA for residential rates updated Jan 2018"
285,"Akhiok, City of Commercial -Sm",1,1,1,,0,,,,2.20,,,,,,,,0.80,,,,,,"updated Jan 2018 for residential rate without PCE from AEA"
286,"Akiachak Commercial - Sm",1,1,1,,0,,,,1.90,,,,,,,,0.60,,,,,,"updated Jan 2018 for residential rate without PCE from AEA"
287,"Akiak, City of - Commercial - Sm",1,1,1,,0,,,,1.80,,,,,,,,0.53,,,,,,"updated Jan 2018 for residential rate without PCE from AEA"
288,"Akutan, City of - Commercial - Sm",1,1,1,,0,,,,2.50,,,,,,,,0.95,,,,,,"updated Jan 2018 for residential rate without PCE from AEA"
289,"AEL&P - Sm Commercial",1,1,1,,1,,-0.01,0.00,0.01,19.53,,,,,,,0.11,,,,,0.03,"from AEL&P website rate schedule for 1/2018; block rate and demand charge are calculated as .75* Peak rate + .25  Off Peak rate."
290,"Alatna-APT - Commercial - Sm",1,1,1,,1,,,,2.50,93.97,30.94,,,,,,0.75,,,,,,"updated Jan 2018  APT report - same as Alakaket"
291,"Allakaket - APT - Commercial - Sm",1,1,1,,1,,,,2.50,93.97,30.94,,,,,,0.75,,,,,,"updated Jan 2018  APT report"
292,"Alutiiq Power- Commercial - Sm",1,1,1,,0,,,,2.40,,,,,,,,0.70,,,,,,"Karluk;updated Jan 2018;  CO2 from PCEStatistics from Alaska Energy Authority"
293,"Anchorage ML&P - Commercial - Sm",1,1,1,,1,,0.02,,1.10,12.88,,,,,,,0.14,,,,,0.06,"Schedule 21 Rates from ML&P websiteupdated Jan 2018; there is a MOA underground surcharge of 2% added to all published  charges; CO2 from Rail Belt average - any service with a demand exceeding 20 kW for 3 consecutive months and metered at secondary voltage"
294,"Andreanof Electric - Commercial - Sm",1,1,1,,0,,,,2.80,,,,,,,,0.62,,,,,,"Atka; Now City oF Atka is utility; AEA report  updated Jan 2018 for residential; CO2 is estimated because of lack of data"
295,"Aniak Light & Power - Commercial - Sm",1,1,1,,1,,,,1.70,,,,,,,,0.60,,,,,,"AIDA Report updated Jan 2018 for residential ; CO2 from PCEStatistics from Alaska Energy Authority (DCRA)"
296,"Arctic Village Elec - Commercial - Sm",1,1,1,,0,,,,2.70,,,,,,,,1.00,,,,,,"From AEA report  updated Jan 2018 for residential; CO2 from PCEStatistics"
297,"Atmautluak Joint Utilities - Commercial - Sm",1,1,1,,0,,,,1.50,35.86,,,,,,,0.70,,,,,,"From AEA  updated Jan 2018;  for residential ; CO2 from PCEStatistics from Alaska Energy Authority (DCRA)"
298,"AVEC-Alakanuk - Commercial - Sm",1,1,1,,0,0.18,0.01,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.21,"AVEC Rate Schedule updated Jan 2018; purchased power adjustment is wind surcharge"
299,"AVEC-Ambler - Commercial - Sm",1,1,1,,0,0.21,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.19,"AVEC Rate Scheduleu updated Jan 2018"
300,"AVEC-Anvik - Commercial - Sm",1,1,1,,0,0.23,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.24,"AVEC Rate Schedule updated Jan 2018"
301,"AVEC-Brevig Mission - Commercial - Sm",1,1,1,,0,0.17,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.21,"AVEC Rate Schedule updated Jan 2018"
302,"AVEC-Chevak - Commercial - Sm",1,1,1,,0,0.18,0.03,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.17,"AVEC Rate Schedule updated Jan 2018; Purchased power is wind surcharge"
303,"AVEC-Eek - Commercial - Sm",1,1,1,,0,0.19,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.23,"AVEC Rate Schedule updated Jan 2018"
304,"AVEC-Elim - Commercial - Sm",1,1,1,,0,0.20,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.23,"AVEC Rate Schedule updated Jan 2018"
305,"AVEC-Emmonak - Commercial - Sm",1,1,1,,0,0.18,0.01,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.20,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge"
306,"AVEC-Gambell - Commercial - Sm",1,1,1,,0,0.17,0.03,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.14,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as purchased energy adjustment"
307,"AVEC-Goodnews Bay - Commercial - Sm",1,1,1,,0,0.19,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.24,"updated Jan 2018"
308,"AVEC-Grayling - Commercial - Sm",1,1,1,,0,0.20,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.18,"AVEC Rate Schedule updated Jan 2018"
309,"AVEC-Holy Cross - Commercial - Sm",1,1,1,,0,0.19,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.18,"AVEC Rate Schedule updated Jan 2018"
310,"AVEC-Hooper Bay - Commercial - Sm",1,1,1,,0,0.18,0.01,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.15,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as purchased energy adjustment"
311,"AVEC-Huslia - Commercial - Sm",1,1,1,,0,0.22,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.20,"AVEC Rate Schedule updated Jan 2018"
312,"AVEC-Kaltag - Commercial - Sm",1,1,1,,0,0.20,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.20,"AVEC Rate Schedule updated Jan 2018"
313,"AVEC-Kasigluk - Commercial - Sm",1,1,1,,0,0.18,0.02,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.20,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as Purchased energy adjustment"
314,"AVEC-Kiana - Commercial - Sm",1,1,1,,0,0.23,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.21,"AVEC Rate Schedule updated Jan 2018"
315,"AVEC-Kivalina - Commercial - Sm",1,1,1,,0,0.23,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.27,"AVEC Rate Schedule updated Jan 2018"
316,"AVEC-Koyuk - Commercial - Sm",1,1,1,,0,0.19,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.23,"AVEC Rate Schedule updated Jan 2018"
317,"AVEC-Lwr/Upr Kalskag - Commercial - Sm",1,1,1,,0,0.18,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.20,"AVEC Rate Schedule updated Jan 2018"
318,"AVEC-Marshal l - Commercial - Sm",1,1,1,,0,0.17,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.21,"AVEC Rate Schedule updated Jan 2018"
319,"AVEC-Mekoryuk - Commercial - Sm",1,1,1,,0,0.19,0.01,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.13,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as purchased energy adjustment"
320,"AVEC-Minto - Commercial - Sm",1,1,1,,0,0.18,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.15,"AVEC Rate Schedule updated Jan 2018"
321,"AVEC-Mt.Village - Commercial - Sm",1,1,1,,0,0.17,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.21,"AVEC Rate Schedule updated Jan 2018"
322,"AVEC-New Stuyahok - Commercial - Sm",1,1,1,,0,0.24,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.23,"AVEC Rate Schedule updated Jan 2018"
323,"AVEC-Nightmute - Commercial - Sm",1,1,1,,0,0.16,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.17,"AVEC Rate Schedule updated Jan 2018, wind surcharge included as purchased energy adjustment; see Toksook Bay on AVEC schedule"
324,"AVEC-Noatak - Commercial - Sm",1,1,1,,0,0.45,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.44,"AVEC Rate Schedule updated Jan 2018"
325,"AVEC-Noorvik - Commercial - Sm",1,1,1,,0,0.19,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.27,"AVEC Rate Schedule updated Jan 2018"
326,"AVEC-Nulato - Commercial - Sm",1,1,1,,0,0.20,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.24,"AVEC Rate Schedule updated Jan 2018"
327,"AVEC-Nunapitchuk/Kasig - Commercial - Sm",1,1,1,,0,0.18,0.02,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.20,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as purchased energy adjustment"
328,"AVEC-Old Harbor - Commercial - Sm",1,1,1,,0,0.22,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.20,"AVEC Rate Schedule 7/2017updated Jan 2018"
329,"AVEC-Pilot Station - Commercial - Sm",1,1,1,,0,0.21,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.18,"AVEC Rate Schedule updated Jan 2018"
330,"AVEC-Quinhagak - Commercial - Sm",1,1,1,,0,0.16,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.16,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge"
331,"AVEC-Russian Mission - Commercial - Sm",1,1,1,,0,0.21,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.22,"AVEC Rate Schedule updated Jan 2018"
332,"AVEC-Savoonga - Commercial - Sm",1,1,1,,0,0.18,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.22,"AVEC Rate Schedule updated Jan 2018; includes wind surchargeas purchased power adjustment"
333,"AVEC-Scammon Bay - Commercial - Sm",1,1,1,,0,0.19,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.22,"AVEC Rate Schedule updated Jan 2018;"
334,"AVEC-Selawik - Commercial - Sm",1,1,1,,0,0.19,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.21,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as purchased power adjustment"
335,"AVEC-Shageluk - Commercial - Sm",1,1,1,,0,0.22,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.17,"AVEC Rate Schedule updated Jan 2018"
336,"AVEC-Shaktoolik - Commercial - Sm",1,1,1,,0,0.16,0.04,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.13,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as power cost adjustment"
337,"AVEC-Shishmaref - Commercial - Sm",1,1,1,,0,0.20,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.29,"AVEC Rate Schedule updated Jan 2018"
338,"AVEC-Shungnak - Commercial - Sm",1,1,1,,0,0.24,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.33,"AVEC Rate Schedule updated Jan 2018"
339,"AVEC-St.Mary's/Adref/Pitkas - Commercial - Sm",1,1,1,,0,0.20,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.18,"AVEC Rate Schedule updated Jan 2018"
340,"AVEC-St.Michael - Commercial - Sm",1,1,1,,0,0.18,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.23,"AVEC Rate Schedule updated Jan 2018"
341,"AVEC-Stebbins - Commercial - Sm",1,1,1,,0,0.18,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.19,"AVEC Rate Schedule updated Jan 2018"
342,"AVEC-Teller - Commercial - Sm",1,1,1,,0,0.20,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.23,"AVEC Rate Schedule updated Jan 2018"
343,"AVEC-Togiak - Commercial - Sm",1,1,1,,0,0.20,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.20,"AVEC Rate Schedule updated Jan 2018"
344,"AVEC-Toksook Bay - Commercial - Sm",1,1,1,,0,0.16,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.17,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as purchased energy adjustment"
345,"AVEC-Tununak - Commercial - Sm",1,1,1,,0,0.16,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.17,"AVEC Rate Schedule updated Jan 2018; includes wind surcharge as purchased energy adjustment"
346,"AVEC-Wales - Commercial - Sm",1,1,1,,0,0.24,,,1.80,5.00,,700,,,,,0.30,0.20,,,,0.31,"AVEC Rate Schedule updated Jan 2018"
347,"Barrow Utilities - elec - Commercial - Lg",1,1,1,,0,,,,1.32,91.99,,,,,,,0.12,,,,,,"7/2017 for 3 phase commercial and alrge users"
348,"Barrow Utilities & Electric-gas - Commercial - Sm",1,2,1,,0,,,,,22.84,,55,,,,,0.00,0.32,,,,,"7/2017"
349,"Beaver Village Electric Utility - Commercial - Sm",1,1,1,,0,,,,2.30,,,,,,,,0.90,,,,,,"AEA report updated Jan 2018; CO2 from FY92"
350,"Bethel - Commercial - Sm",1,1,1,,1,0.24,,,1.50,5.00,,700,,,,,0.08,,,,,,"AVEC took over Bethel Utilities in May 2014;  updated Jan 2018"
351,"Bettles- APT - Commercial - Sm",1,1,1,,0,,,,1.90,93.97,30.94,,,,,,0.60,,,,,,"updated Jan 2018 APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
352,"Birch Creek Utilities - Commercial - Sm",0,1,1,,0,,,,2.70,,,,,,,,0.60,,,,,,"from 1993 APUC utility report; CO2 from PCEStatistics from Alaska Energy Authority (DCRA).  Carried forward the rate rom 6/5/11 library, since no response from utility and no report from AEA about them, they are listed as inactive now."
353,"Buckland, City of - Commercial - Sm",1,1,1,,0,,,,1.70,,,,,,,,0.47,,,,,,"updated Jan 2018"
354,"Central Electric - Commercial - Sm",1,1,1,,1,,,,2.20,0.00,,,,,,,0.60,,,,,,"AEA for residential updated Jan 2018; Now called Gold Country Energy;  CO2 from PCEStatistics from Alaska Energy Authority (DCRA)"
355,"Chalkyitsik Village Energy - Commercial - Sm",1,1,1,,0,,,,1.80,,,,,,,,0.95,,,,,,"AEA updated Jan 2018; CO2 from PCEStatistics from Alaska Energy Authority (DCRA)"
356,"Chenega Bay - Commercial - Sm",1,1,1,,0,,,,1.80,,,,,,,,0.66,,,,,,"AEA updated Jan 20187for residential; CO2 from PCEStatistics from Alaska Energy Authority (DCRA)"
357,"Chignik Lake Electric Utility - Commercial - Sm",1,1,1,,0,,,,2.40,5.00,,,,,,,0.85,,,,,,"updated Jan 2018 AEA"
358,"Chignik, City of - Commercial - Sm",1,1,1,,0,,,,3.60,0.00,,,,,,,0.43,,,,,,"AEA updated Jan 2018 for residential;"
359,"Chistochina-APT - Commercial - Sm",1,1,1,,0,,,,1.60,93.97,30.94,,,,,,0.53,,,,,,"updated Jan 2018 APT report"
360,"Chitina Electric - Commercial - Sm",1,1,1,,0,,,,2.40,25.00,,,,,,,0.65,,,,,,"updated Jan 2018  AEA report"
361,"Chugach Electric - Commercial - Sm",1,1,1,,1,0.06,6.23e-03,,1.10,17.00,,,,,,,0.08,,,,,0.04,"Commercial small Service; Rates updated as of 7/2017 from Chugach website: rates in effect for Anchorage, Hope, Moose Pass Whittier, Girdwood;  Purchased power ncludes both purchased power and Fire island Wind Renewable Energy Adjustment"
362,"Circle Elec Utility - Commercial - Sm",1,1,1,,0,,,,1.80,,,,,,,,0.71,,,,,,"AEA for residential rates updated Jan 2018"
363,"Coffman Cove-APT - Commercial - Sm",1,1,1,,0,,,,1.60,93.97,7.96,,,,,,0.18,,,,,,"updated Jan 2018 APT report - price includes COPA and RCC"
364,"Copper Valley Electric Assn 1 - Commercial - Sm",1,1,1,,0,0.17,,,1.60,20.00,,,,,,,0.08,,,,,0.10,"Glennallen, Copper Center; updated Jan 2018 website ;  Fuel surcharge is based on average of 12 months for fuel charge plus G&T minus heat revenue  Charge per kWh This breakdown was instituted by GVEA in June 2012.  CO2 from combination of Glennallen and Valdez and Solomon Gulch generation."
365,"Copper Valley Electric Assn 2 - Commercial - Sm",1,1,1,,0,0.17,,,1.60,20.00,,,,,,,0.06,,,,,0.10,"Valdez; updated Jan 2018 website ;  Fuel surcharge here includes twelve month average of fuel charge plus generation and transmission minus heat revenue credit. This breakdown was instituted in June 2012.  CO2 from combination of Glennallen and Valdez and Solomon Gulch generation."
366,"Cordova Electric Cooperative - Commercial - Sm",1,1,1,,0,,,,1.50,23.50,,500,,,,,0.25,0.22,,,,,"Cordova Electric schedule effective 3/2015 still in effect updated Jan 2018"
367,"Craig-APT - Commercial - Sm",1,1,1,,0,,,,1.60,93.97,7.96,,,,,,0.18,,,,,,"updated Jan 2018  APT report - rate quoted in report includes COPA and RCC so RCC charge is dropped here."
368,"Diomede  Joint Utilities - Commercial - Sm",1,1,1,,0,,,,2.30,35.00,,,,,,,0.65,,,,,,"AEIDC for residential updated Jan 2018;  CO2 from PCEStatistics from Alaska Energy Authority (DCRA)"
369,"Dot Lake-APT - Commercial - Sm",1,1,1,,0,,,,1.50,93.97,10.36,,,,,,0.32,,,,,,"updated Jan 2018 APT report - rate quoted in report includes COPA and RCC so RCC charge is dropped here."
370,"Eagle Village-APT - Commercial - Sm",1,1,1,,0,,,,1.50,93.97,30.94,,,,,,0.57,,,,,,"updated Jan 2018  APT report - rate quoted in report includes COPA and RCC so RCC charge is dropped here."
371,"Egegik Light & Power - Commercial - Sm",1,1,1,,0,,,,2.00,0.00,,,,,,,0.65,,,,,,"AEA updated Jan 2018 for residential;  -  CO2 from PCEStatistics from Alaska Energy Authority (DCRA)"
372,"AVEC  Ekwok Commercial - Sm",1,1,1,,0,0.24,,,2.90,5.00,,700,,,,,0.30,0.20,,,,0.19,"AVECupdated Jan 2018; In 2012 was first listed as AVEC"
373,"Elfin Cove Electric - Commercial - Sm",1,1,1,,0,,,,2.00,,,,,,,,0.64,,,,,,"AEA updated Jan 2018 for residential;  -  CO2 from PCEStatistics from Alaska Energy Authority (DCRA)"
